username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink,,,,
,2016-07-02 18:22,1,0,"Jetzt für den Publikumspreis #tddl16 #tddl abstimmen, bis 20 Uhr http:// fb.me/3KtqpWsap",,,#tddl16 #tddl,7.49277003401101E+017,https://twitter.com/mkrtxt/status/749277003401101312,,,,
,2016-07-02 18:13,0,1,Ich bin für den Hasen und vor allem für das Ei! #nichtosternsondern #tddl16,,,#nichtosternsondern #tddl16,7.49274724367213E+017,https://twitter.com/JustRead_ing/status/749274724367212544,,,,
,2016-07-02 18:12,1,1,"überall: "" Otoo definitiv preisverdächtig"" und ich merke wieder warum ich Wettbewerbs-Zuschau-Abstinent bin :D #tddl16 #beeingwaytoinvolved",,,#tddl16 #beeingwaytoinvolved,7.49274510659088E+017,https://twitter.com/SchwarzRund/status/749274510659088384,,,,
,2016-07-02 18:05,0,1,@mauszfabrick die sozialistische weltrevolution ist hier bei den #tddl16 ob deiner abwesenheit erheblich erschwert!,,@mauszfabrick,#tddl16,7.49272907478598E+017,https://twitter.com/g4rten/status/749272907478597632,,,,
,2016-07-02 18:01,0,2,hahaha :-D #tddl16 #Sargnagel @tddl16 @stefansargnagel pic.twitter.com/925MJf8uOH,,@tddl16 @stefansargnagel,#tddl16 #Sargnagel,7.49271851814224E+017,https://twitter.com/Iben80/status/749271851814223872,,,,
,2016-07-02 18:00,0,4,"Bei mir so: Otoo, Gardi, Schenk, Wolf, Sargnagel, Özdogan. #tddl16",,,#tddl16,7.49271656087061E+017,https://twitter.com/doncish/status/749271656087060480,,,,
,2016-07-02 18:00,0,0,Noch zwei Stunden. Stimmt für Jan Snela! http:// bit.ly/299SfUg #tddl16 pic.twitter.com/ebxajnium8,,,#tddl16,7.49271457104949E+017,https://twitter.com/HobbitPresse/status/749271457104949248,,,,
,2016-07-02 18:00,0,0,Noch zwei Stunden. Stimmt für Jan Snela! http:// bit.ly/299SfUg #tddl16 pic.twitter.com/wAx07oSK1A,,,#tddl16,7.4927145709235E+017,https://twitter.com/KlettCottaBlog/status/749271457092349954,,,,
,2016-07-02 18:00,1,1,Noch zwei Stunden. Stimmt für Jan Snela! http:// bit.ly/299SfUg #tddl16 pic.twitter.com/kwsNSVd7mW,,,#tddl16,7.49271457042096E+017,https://twitter.com/KlettCottaTweet/status/749271457042096128,,,,
,2016-07-02 18:00,1,0,Noch zwei Stunden. Stimmt für Jan Snela! http:// bit.ly/299SfUg #tddl16 pic.twitter.com/mZSNtvkHTT,,,#tddl16,7.49271444962439E+017,https://twitter.com/TropenVerlag/status/749271444962439168,,,,
,2016-07-02 17:57,0,0,"Habe 3 Browser durchexerziert. Wohl dank des hohen ""Verkehrsaufkommens""? Schade für die Texte, macht keinen Spaß. :-(",,,,7.49270672669573E+017,https://twitter.com/txt_werkstatt/status/749270672669573120,,,,
,2016-07-02 17:47,0,0,Wahlempfehlung – noch bis 20 Uhr: Sargnagel (statt Hofa) #tddl16 #bpw16 http://www. 3sat.de/page/?source=% 2Fkulturzeit%2Fspecials%2F187595%2Findex.htm&scsrc=g&tab=2&division=themen&feld0=SARGNAGEL … pic.twitter.com/6u2jQzGM2C,,,#tddl16 #bpw16,7.4926833425281E+017,https://twitter.com/EdithHuemer/status/749268334252810241,,,,
,2016-07-02 17:39,1,7,Eine halbe Minute Fame auf @radiofm4 ! #tddl16 https:// twitter.com/LinguiStories/ status/749263411939254272 …,,@radiofm4,#tddl16,7.49266170457559E+017,https://twitter.com/Stadtstreunerin/status/749266170457559040,,,,
,2016-07-02 17:33,0,1,ausspannen und Gedanken über die Korrelation fußballerischer großereignisse mit den #tddl16 #GERITA pic.twitter.com/vsYQFU2O1L,,,#tddl16 #GERITA,7.49264831606391E+017,https://twitter.com/g4rten/status/749264831606390784,,,,
,2016-07-02 17:32,0,6,Tradition Lorettobad. #tddl16 pic.twitter.com/BTt0qp6MsY,,,#tddl16,7.49264378936058E+017,https://twitter.com/ineshaeufler/status/749264378936057856,,,,
,2016-07-02 17:09,0,0,#EURO2016 #GERITA freu mich schon wie eine kleine vespa nach dem #tddl16 -overkill.,,,#EURO2016 #GERITA #tddl16,7.49258705665978E+017,https://twitter.com/MissLightstone/status/749258705665978368,,,,
,2016-07-02 17:03,0,0,"Scherzhaft gültig, sagte Ingeborg und zog an ihrer Zigarette. #tddl16 @GregorKeuschnig",,@GregorKeuschnig,#tddl16,7.49257219468849E+017,https://twitter.com/DietrichMau/status/749257219468849152,,,,
,2016-07-02 16:35,0,7,. @quadererer Es muss heuer lauten: Ich! Hase! Literatur! #tddl16,,@quadererer,#tddl16,7.49250226079294E+017,https://twitter.com/literaturcafe/status/749250226079293441,,,,
,2016-07-02 16:35,0,3,http://www. litaffin.de/derranicki-tag -3/ … jurybewertung der jurybewertung tag 3 #tddl16,,,#tddl16,7.49250138074481E+017,https://twitter.com/awriterintherye/status/749250138074480641,,,,
,2016-07-02 16:34,2,2,Wer soll den BKS-Publikumspreis bekommen? Bis 20 Uhr kann hier abgestimmt werden: http://www. 3sat.de/page/?source=/ specials/187321/index.html … #tddl16 #tddl,,,#tddl16 #tddl,7.4924983441938E+017,https://twitter.com/BKSBank/status/749249834419380224,,,,
,2016-07-02 16:33,0,0,. @ABulucz Bitte hier für die Jury stimmen. Aber: Jede(r) nur eine Stimme http://www. literaturcafe.de/stimmen-sie-ab -wer-ist-der-oder-die-beste-bachmann-jurorin-2016/ … #tddl16,,@ABulucz,#tddl16,7.4924974345336E+017,https://twitter.com/literaturcafe/status/749249743453360128,,,,
,2016-07-02 16:32,1,3,"Gleich gehts #OnAir wieder um die #tddl16 & zum Nachhören das #TopFM4 mit @lady_du_elle , @kofi2go & @FrankSpilker : http:// fm4.orf.at/player/2016070 1/TOP …",,@lady_du_elle @kofi2go @FrankSpilker,#OnAir #tddl16 #TopFM4,7.49249302204191E+017,https://twitter.com/radiofm4/status/749249302204190720,,,,
,2016-07-02 16:31,1,1,Bis 20 Uhr kann man noch abstimmen #tddl16 https:// twitter.com/tddl16/status/ 749216811451879424 …,,,#tddl16,7.49249264371499E+017,https://twitter.com/volandquist/status/749249264371499008,,,,
,2016-07-02 16:31,0,3,Warum kann mir die Lesungen nicht als Podcast runterladen? :( #tddl16,,,#tddl16,7.49249217579876E+017,https://twitter.com/rueselkopf/status/749249217579876352,,,,
,2016-07-02 16:28,0,1,ist getan! #tddl16 https:// twitter.com/tddl16/status/ 749216811451879424 …,,,#tddl16,7.49248382028353E+017,https://twitter.com/leseleuchtturm/status/749248382028353536,,,,
,2016-07-02 16:19,0,1,Hat denn noch niemand das Outfit von @KlausKastberger erwähnt?! #tddl16,,@KlausKastberger,#tddl16,7.49246085365989E+017,https://twitter.com/kyra_mevert/status/749246085365989376,,,,
,2016-07-02 16:18,0,0,Das Ei. Der Hase. Mercedes. Meine Lieblingstexte. #tddl16,,,#tddl16,7.4924592085273E+017,https://twitter.com/claireberolino/status/749245920852729856,,,,
,2016-07-02 16:16,0,1,"Man muss mit @GregorKeuschnig nicht einer Meinung sei, kann das aber ruhig mal lesen. #tddl16",,@GregorKeuschnig,#tddl16,7.49245310589862E+017,https://twitter.com/literaturcafe/status/749245310589861888,,,,
,2016-07-02 16:14,0,0,Eww... @SchwarzRund : Astrid Sozio bei #tddl16 15x das N-Wort und 5x rass. Bezeichnung für Si. und Ro...,,@SchwarzRund,#tddl16,7.49244784418648E+017,https://twitter.com/AlannaAtreides/status/749244784418648065,,,,
,2016-07-02 16:13,0,0,hat die Sargnagel schon gewonnen? #tddl16,,,#tddl16,7.49244716584149E+017,https://twitter.com/MichaelGunczy/status/749244716584148992,,,,
,2016-07-02 16:13,0,0,Ob EM oder Bachmann-Preis – die Buchmacher haben sehr geringen Einfluss auf Ergebnis & Gewinn. #tddl16 #EURO2016 #Bachmannpreis,,,#tddl16 #EURO2016 #Bachmannpreis,7.49244528566166E+017,https://twitter.com/SchlesingerMM/status/749244528566165504,,,,
,2016-07-02 16:11,0,2,- THE ACCOUNT! - ist auch super!,,,,7.49244080492798E+017,https://twitter.com/DorisBrockmann/status/749244080492797952,,,,
,2016-07-02 16:03,2,11,Jetzt erst @SharonDoduaOtoo geguckt #tddl16,,@SharonDoduaOtoo,#tddl16,7.49242123187265E+017,https://twitter.com/marga_owski/status/749242123187265536,,,,
,2016-07-02 16:02,0,0,Deutsche Selfpublishing News ist da! http:// paper.li/CoraBuhlert/14 05814537?edition_id=98f49200-405d-11e6-b680-0cc47a0d1605 … #tddl16,,,#tddl16,7.49241815824495E+017,https://twitter.com/CoraBuhlert/status/749241815824494592,,,,
,2016-07-02 15:54,1,1,Ich hab gewählt #teamsargnagel #tddl16,,,#teamsargnagel #tddl16,7.49239832556306E+017,https://twitter.com/stromberger1/status/749239832556306432,,,,
,2016-07-02 15:52,1,2,"Mir unbegreiflich, wie man als Jurorin bei #tddl16 sitzen und vermuten/behaupten kann, #gardi spräche kein Deutsch.",,,#tddl16 #gardi,7.4923935789944E+017,https://twitter.com/doncish/status/749239357899440128,,,,
,2016-07-02 15:49,1,1,"Shortlisttipps, Wunsch&Wirklichkeit: Gardi, Sargnagel, Otoo, Wolf, Schenk, Dinić, Lehn. Verteilung ungewiss. #tddl16",,,#tddl16,7.49238678736757E+017,https://twitter.com/frautravnicek/status/749238678736756736,,,,
,2016-07-02 15:48,0,0,Nach dem Bewerb ist vor dem Normawühltisch. #tddl16 pic.twitter.com/viwX6S9MnN,,,#tddl16,7.49238308597797E+017,https://twitter.com/thammandreas/status/749238308597796865,,,,
,2016-07-02 15:44,2,3,#wolf b-preis #otoo p-preis Die Restpreise können gern als Klagenfutter unter den örtlichen Hasen und Mäusen aufgeteilt werden. #tddl16,,,#wolf #otoo #tddl16,7.49237370629812E+017,https://twitter.com/huskylovesfish/status/749237370629812228,,,,
,2016-07-02 15:41,1,2,Die vollständige Begründung meiner Publikumsstimme für Stefanie Sargnagel […] http:// wortspielfeld.blogspot.co.at/2016/07/die-vo llstandige-begrundung-meiner.html … #tddl16 #sargnagel,,,#tddl16 #sargnagel,7.49236646609125E+017,https://twitter.com/g4rten/status/749236646609125376,,,,
,2016-07-02 15:41,0,1,Ich hatte Juror @KlausKastberger gar nicht so positiv in Erinnerung aber heuer bin ich seeeehr angetan <3 #tddl16,,@KlausKastberger,#tddl16,7.49236570419519E+017,https://twitter.com/feuerfisch/status/749236570419519488,,,,
,2016-07-02 15:41,0,0,Wer nominiert bitte @chrissiboy für die Jury der #tddl17 ? #tddl16,,@chrissiboy,#tddl17 #tddl16,7.49236492543943E+017,https://twitter.com/EdithHuemer/status/749236492543942656,,,,
,2016-07-02 15:41,0,2,#tddl16 : Hat abgestimmt. @SharonDoduaOtoo Jetzt können die Gäste kommen. Wetter könnte besser sein ... Link: http://www. 3sat.de/page/?source=/ page/&scsrc=g&tab=2&division=themen&source=/kulturzeit/specials/187595/index.htm&feld0=OTOO …,,@SharonDoduaOtoo,#tddl16,7.49236472889434E+017,https://twitter.com/LektoratWengorz/status/749236472889434113,,,,
,2016-07-02 15:39,12,16,"Kathrin Passig über #Bachmann -Tage: ""Jetzt ist mir viel klarer, woher diese Kübel aus Häme kommen"" #tddl16 http://www. deutschlandradiokultur.de/kathrin-passig -ueber-bachmann-tage-spannend-vor-ort-kurios.1270.de.html?dram:article_id=358952 …",,,#Bachmann #tddl16,7.4923602875036E+017,https://twitter.com/dlfkultur/status/749236028750360576,,,,
,2016-07-02 15:36,1,0,"Gregor Keuschnig mit einem Resümee, den ich mich zu großen Teilen anschließen kann: http://www. begleitschreiben.net/schmerzhaft-gl eichgueltig/ … #tddl16",,,#tddl16,7.49235332093252E+017,https://twitter.com/jayne54ann/status/749235332093251584,,,,
,2016-07-02 15:35,0,1,"Astrid Sozio bei #tddl16 15x das N-Wort und 5x rass. Bezeichnung für Si. und Ro... danke PDF-Suche, das ich es mir nicht anschauen musste",,,#tddl16,7.49235148319781E+017,https://twitter.com/SchwarzRund/status/749235148319780864,,,,
,2016-07-02 15:35,2,3,"Live vs. Live. @kathrinpassig bei @DKultur über die Bachmann-Tage. ""Spannend vor Ort, kurios aus der Ferne"" http://www. deutschlandradiokultur.de/kathrin-passig -ueber-bachmann-tage-spannend-vor-ort-kurios.1270.de.html?dram:article_id=358952 … #tddl16",,@kathrinpassig @DKultur,#tddl16,7.49235067172553E+017,https://twitter.com/orbanism/status/749235067172552704,,,,
